Bike_Type,Age,Gender,Occupation,Distance_Travelled(km),Weather,Day_of_Week,Time_of_Day,Temperature(C),Humidity(%),Is_Holiday,Is_Weekend,Purpose_of_Ride,Satisfaction_Level(of 5),Helmet_Used,Traffic_Intensity(of 10),Road_Condition,User_Experience
hill,62,Male,Student,2.56,rainy,Sunday,night,12.4,70,FALSE,TRUE,Exercise,3,FALSE,6,Fair,Neutral
normal,65,Female,Student,3.3,cloudy,Saturday,evening,11.4,44,FALSE,FALSE,Exercise,5,FALSE,7,Poor,Neutral
bmx,65,Female,Retired,2.29,cloudy,Tuesday,afternoon,19.5,62,FALSE,TRUE,Exercise,2,FALSE,2,Poor,Positive
hill,52,Male,Retired,4.88,sunny,Wednesday,night,11.3,31,TRUE,FALSE,Errands,1,TRUE,1,Good,Positive
hill,58,Female,Student,0.18,sunny,Tuesday,night,34.1,50,FALSE,TRUE,Leisure,3,FALSE,7,Fair,Neutral
hill,59,Female,Unemployed,4.47,cloudy,Monday,evening,30,30,TRUE,TRUE,Errands,1,FALSE,9,Fair,Negative
normal,65,Male,Retired,3.52,sunny,Tuesday,evening,10.7,86,FALSE,FALSE,Errands,1,FALSE,5,Poor,Negative
hill,40,Female,Professional,3.59,cloudy,Thursday,night,20.4,40,FALSE,TRUE,Errands,4,FALSE,2,Fair,Positive
normal,42,Other,Professional,4.21,rainy,Sunday,afternoon,21.2,47,TRUE,FALSE,Errands,5,TRUE,7,Good,Negative
hill,33,Female,Retired,3.2,rainy,Saturday,afternoon,13.9,64,FALSE,TRUE,Leisure,4,FALSE,7,Good,Negative
normal,43,Male,Professional,4.31,sunny,Wednesday,morning,25.2,86,FALSE,FALSE,Exercise,4,TRUE,3,Good,Positive
bmx,41,Male,Retired,4.52,rainy,Wednesday,afternoon,29.4,77,TRUE,FALSE,Leisure,2,TRUE,10,Good,Positive
hill,55,Female,Retired,3.62,cloudy,Sunday,evening,30.3,78,FALSE,TRUE,Commute,3,TRUE,5,Poor,Neutral
hill,63,Female,Unemployed,0.97,rainy,Saturday,morning,15.2,78,TRUE,TRUE,Commute,1,TRUE,5,Good,Positive
hill,59,Male,Unemployed,2.23,sunny,Friday,afternoon,28.9,42,FALSE,TRUE,Exercise,2,TRUE,4,Fair,Neutral
bmx,19,Female,Student,4.76,sunny,Friday,evening,30.7,38,FALSE,TRUE,Errands,2,TRUE,4,Fair,Negative
hill,33,Other,Retired,4.35,sunny,Friday,night,29.1,64,TRUE,FALSE,Leisure,4,FALSE,5,Poor,Negative
bmx,59,Other,Retired,0.94,cloudy,Friday,evening,11.7,76,TRUE,FALSE,Leisure,1,FALSE,2,Fair,Negative
normal,51,Male,Professional,4.54,rainy,Tuesday,afternoon,13.1,61,TRUE,TRUE,Errands,4,TRUE,6,Good,Positive
normal,56,Male,Student,2.7,rainy,Wednesday,night,32,75,FALSE,FALSE,Commute,3,TRUE,3,Good,Neutral
bmx,53,Male,Unemployed,0.35,sunny,Monday,morning,17.6,82,TRUE,TRUE,Errands,1,FALSE,5,Fair,Negative
normal,67,Other,Student,1.31,cloudy,Monday,morning,32.1,66,FALSE,FALSE,Commute,3,TRUE,2,Poor,Positive
hill,19,Male,Retired,2.48,sunny,Saturday,evening,11.6,42,TRUE,FALSE,Exercise,3,TRUE,9,Fair,Negative
normal,32,Other,Unemployed,2.21,rainy,Tuesday,night,15,43,FALSE,FALSE,Exercise,4,TRUE,2,Poor,Negative
hill,47,Female,Retired,0.2,cloudy,Friday,evening,12.2,86,TRUE,FALSE,Leisure,4,FALSE,3,Fair,Negative
normal,33,Male,Professional,4.75,cloudy,Tuesday,morning,25.2,43,FALSE,FALSE,Exercise,1,FALSE,4,Fair,Negative
bmx,36,Female,Unemployed,2.17,cloudy,Thursday,evening,14.9,88,TRUE,TRUE,Commute,3,FALSE,7,Fair,Negative
bmx,60,Male,Professional,3.84,cloudy,Friday,night,13.1,59,FALSE,TRUE,Commute,2,FALSE,10,Poor,Negative
normal,27,Other,Unemployed,3.12,rainy,Wednesday,morning,33.6,43,FALSE,FALSE,Commute,5,TRUE,10,Fair,Neutral
bmx,54,Male,Unemployed,3.29,cloudy,Sunday,afternoon,14.5,58,FALSE,FALSE,Exercise,2,TRUE,7,Poor,Positive
hill,38,Other,Student,2.84,rainy,Thursday,afternoon,11.2,36,FALSE,TRUE,Exercise,4,TRUE,9,Poor,Positive
normal,35,Male,Retired,4.53,rainy,Friday,night,22.3,33,TRUE,TRUE,Exercise,5,FALSE,3,Good,Negative
hill,35,Other,Unemployed,1.33,cloudy,Monday,night,27.5,46,FALSE,FALSE,Leisure,1,FALSE,1,Poor,Neutral
hill,69,Other,Retired,0.25,sunny,Friday,morning,34,59,TRUE,TRUE,Commute,5,TRUE,3,Fair,Negative
hill,21,Male,Student,2.89,sunny,Saturday,night,30.7,53,FALSE,FALSE,Commute,1,FALSE,5,Fair,Neutral
normal,31,Male,Student,4.43,cloudy,Monday,night,10.6,59,FALSE,FALSE,Exercise,1,TRUE,8,Good,Neutral
normal,50,Other,Student,3.32,sunny,Friday,evening,33.9,33,FALSE,TRUE,Exercise,2,FALSE,3,Good,Negative
normal,52,Other,Retired,2.17,sunny,Monday,afternoon,15.1,77,TRUE,TRUE,Errands,1,TRUE,10,Good,Neutral
hill,64,Other,Professional,3.89,rainy,Tuesday,evening,28.9,65,TRUE,TRUE,Leisure,1,TRUE,9,Fair,Neutral
hill,64,Other,Student,4.14,rainy,Sunday,night,13.7,81,TRUE,FALSE,Errands,1,TRUE,5,Fair,Neutral
hill,63,Male,Student,3.1,rainy,Saturday,morning,30.8,89,FALSE,FALSE,Exercise,5,TRUE,6,Fair,Neutral
normal,67,Male,Retired,2.57,sunny,Thursday,night,11.1,66,TRUE,FALSE,Errands,5,TRUE,9,Poor,Negative
hill,62,Other,Professional,1.98,sunny,Thursday,night,10.1,33,TRUE,TRUE,Commute,1,FALSE,5,Good,Neutral
bmx,57,Other,Student,2.64,cloudy,Friday,afternoon,14.5,66,FALSE,FALSE,Commute,4,FALSE,9,Poor,Neutral
hill,41,Male,Professional,4.94,cloudy,Sunday,morning,34.6,57,FALSE,FALSE,Exercise,3,FALSE,6,Poor,Negative
normal,38,Female,Retired,3.34,sunny,Saturday,afternoon,25.3,38,TRUE,TRUE,Exercise,2,TRUE,9,Fair,Neutral
bmx,61,Female,Professional,4.44,rainy,Thursday,afternoon,26.8,90,FALSE,FALSE,Leisure,2,FALSE,9,Good,Neutral
normal,30,Male,Professional,4.27,sunny,Saturday,morning,20.4,56,FALSE,FALSE,Leisure,4,FALSE,9,Poor,Negative
bmx,64,Male,Student,1.65,cloudy,Saturday,evening,21.1,85,TRUE,TRUE,Errands,4,TRUE,7,Good,Positive
bmx,25,Female,Student,2.55,rainy,Tuesday,morning,18.2,83,TRUE,FALSE,Errands,4,FALSE,3,Poor,Positive
bmx,31,Other,Professional,3.79,sunny,Tuesday,afternoon,15.1,67,TRUE,TRUE,Commute,5,TRUE,8,Good,Negative
bmx,48,Other,Student,2.38,rainy,Wednesday,evening,29.6,40,FALSE,TRUE,Exercise,5,FALSE,4,Fair,Negative
hill,47,Other,Student,2.39,cloudy,Sunday,night,33.5,87,FALSE,FALSE,Exercise,4,TRUE,6,Poor,Positive
bmx,28,Female,Student,4.07,sunny,Sunday,evening,21.4,65,TRUE,FALSE,Errands,2,FALSE,9,Poor,Neutral
normal,44,Male,Retired,4.41,cloudy,Saturday,morning,30.1,48,FALSE,TRUE,Exercise,3,TRUE,6,Good,Negative
bmx,36,Other,Professional,1.28,sunny,Wednesday,night,24.1,34,TRUE,TRUE,Leisure,3,FALSE,3,Poor,Negative
normal,28,Male,Professional,1.47,rainy,Saturday,night,33.2,83,FALSE,TRUE,Exercise,4,TRUE,7,Fair,Neutral
bmx,58,Other,Unemployed,1.46,sunny,Sunday,morning,24,30,TRUE,TRUE,Leisure,2,FALSE,6,Good,Positive
hill,31,Female,Retired,4.28,sunny,Thursday,afternoon,34.5,53,TRUE,FALSE,Commute,1,TRUE,9,Good,Neutral
bmx,28,Female,Student,3.11,sunny,Sunday,night,21.8,31,TRUE,TRUE,Errands,3,TRUE,1,Good,Positive
bmx,67,Male,Professional,0.41,cloudy,Wednesday,morning,13.7,38,FALSE,FALSE,Errands,5,FALSE,5,Poor,Neutral
bmx,42,Female,Unemployed,1.26,rainy,Monday,afternoon,18,57,FALSE,FALSE,Errands,1,FALSE,8,Poor,Positive
bmx,26,Other,Professional,0.05,rainy,Tuesday,afternoon,16.2,38,FALSE,FALSE,Exercise,5,TRUE,4,Good,Positive
hill,24,Male,Student,0.9,sunny,Friday,evening,19.9,77,TRUE,TRUE,Errands,3,FALSE,10,Fair,Positive
bmx,46,Male,Unemployed,4.55,rainy,Thursday,night,15.7,48,TRUE,TRUE,Commute,3,TRUE,1,Fair,Positive
normal,57,Female,Unemployed,0,sunny,Tuesday,night,11.7,43,TRUE,TRUE,Leisure,4,TRUE,7,Poor,Neutral
bmx,45,Other,Unemployed,4.23,rainy,Monday,evening,33,69,FALSE,TRUE,Commute,4,TRUE,8,Good,Positive
hill,38,Other,Unemployed,0.37,sunny,Wednesday,morning,34.2,39,TRUE,TRUE,Errands,1,TRUE,8,Fair,Positive
normal,25,Female,Retired,2.07,rainy,Saturday,evening,14,70,FALSE,TRUE,Exercise,5,FALSE,5,Fair,Positive
hill,29,Other,Professional,0.39,sunny,Sunday,night,17.3,78,TRUE,FALSE,Exercise,2,TRUE,1,Good,Positive
hill,41,Other,Professional,1.64,sunny,Wednesday,afternoon,33.2,74,TRUE,FALSE,Errands,1,TRUE,1,Fair,Negative
hill,68,Male,Professional,3.36,rainy,Wednesday,morning,14.9,52,FALSE,FALSE,Errands,4,FALSE,6,Good,Positive
bmx,57,Other,Retired,3.83,rainy,Wednesday,afternoon,14.2,90,FALSE,TRUE,Exercise,5,TRUE,8,Poor,Positive
normal,41,Female,Professional,3.97,rainy,Tuesday,evening,22.8,61,FALSE,TRUE,Exercise,3,TRUE,7,Fair,Neutral
hill,47,Other,Professional,1.68,cloudy,Sunday,evening,14.9,67,TRUE,FALSE,Leisure,4,FALSE,3,Poor,Negative
bmx,65,Other,Unemployed,2.24,cloudy,Tuesday,night,23.4,81,FALSE,TRUE,Leisure,3,TRUE,1,Good,Neutral
normal,60,Male,Retired,3.85,cloudy,Tuesday,morning,31.6,74,FALSE,FALSE,Commute,3,TRUE,6,Fair,Positive
hill,39,Other,Retired,3.99,sunny,Friday,evening,17.3,90,TRUE,FALSE,Exercise,2,TRUE,8,Fair,Neutral
bmx,48,Female,Student,4.2,cloudy,Tuesday,evening,31.6,80,FALSE,TRUE,Leisure,4,TRUE,5,Fair,Neutral
hill,37,Female,Student,1.35,sunny,Tuesday,night,22.7,71,TRUE,TRUE,Commute,5,TRUE,2,Good,Neutral
hill,19,Other,Student,0.88,sunny,Thursday,afternoon,33.7,77,TRUE,FALSE,Commute,5,FALSE,3,Good,Positive
normal,67,Male,Retired,2.13,rainy,Sunday,night,10.6,32,TRUE,TRUE,Exercise,2,TRUE,1,Good,Neutral
normal,61,Male,Student,0.43,sunny,Monday,morning,22,67,FALSE,FALSE,Errands,1,FALSE,9,Poor,Neutral
hill,65,Other,Retired,1.11,sunny,Monday,night,23,82,FALSE,TRUE,Errands,1,TRUE,5,Good,Negative
bmx,54,Female,Professional,1.76,rainy,Tuesday,morning,24.8,46,TRUE,TRUE,Exercise,4,FALSE,9,Good,Positive
hill,60,Other,Student,1.76,rainy,Tuesday,afternoon,23.3,58,TRUE,TRUE,Commute,2,FALSE,6,Fair,Negative
hill,51,Male,Student,0.49,cloudy,Wednesday,evening,25.3,52,TRUE,FALSE,Errands,1,FALSE,6,Good,Neutral
bmx,63,Male,Unemployed,2.19,cloudy,Friday,afternoon,15.9,33,FALSE,TRUE,Leisure,2,TRUE,6,Poor,Negative
normal,44,Male,Unemployed,3.89,sunny,Friday,evening,22.6,39,FALSE,TRUE,Commute,1,TRUE,4,Fair,Neutral
bmx,19,Male,Retired,3.79,cloudy,Thursday,afternoon,31.5,43,TRUE,TRUE,Errands,4,TRUE,4,Fair,Neutral
bmx,52,Male,Student,2,rainy,Thursday,morning,32.6,35,FALSE,TRUE,Errands,3,TRUE,4,Poor,Negative
normal,46,Other,Student,1.01,cloudy,Saturday,afternoon,12.7,68,FALSE,FALSE,Exercise,4,FALSE,10,Fair,Neutral
normal,47,Other,Unemployed,0.52,sunny,Sunday,night,29.3,84,TRUE,FALSE,Exercise,5,FALSE,2,Good,Neutral
bmx,25,Other,Professional,1.61,rainy,Sunday,morning,29.4,56,FALSE,FALSE,Commute,1,FALSE,9,Poor,Negative
hill,25,Male,Retired,1.15,rainy,Saturday,night,11.3,84,TRUE,TRUE,Errands,5,FALSE,8,Poor,Negative
hill,37,Other,Professional,0.22,cloudy,Saturday,night,27.3,76,FALSE,TRUE,Exercise,2,FALSE,4,Good,Negative
bmx,52,Male,Professional,0.74,sunny,Wednesday,evening,22,61,FALSE,TRUE,Commute,5,TRUE,2,Good,Positive
hill,68,Other,Unemployed,0.24,rainy,Monday,evening,26.5,78,FALSE,FALSE,Exercise,3,TRUE,9,Fair,Negative
normal,66,Male,Professional,0.31,cloudy,Friday,night,10.5,40,TRUE,TRUE,Leisure,2,TRUE,3,Fair,Neutral
hill,65,Female,Unemployed,1.92,sunny,Monday,afternoon,25.5,75,FALSE,FALSE,Errands,4,TRUE,8,Fair,Negative
normal,43,Female,Professional,4.1,cloudy,Sunday,night,13.9,50,FALSE,TRUE,Errands,1,TRUE,5,Good,Negative
hill,64,Female,Unemployed,4.66,sunny,Wednesday,evening,19.3,60,TRUE,TRUE,Commute,5,TRUE,1,Fair,Positive
normal,30,Male,Unemployed,1.42,cloudy,Thursday,morning,24.1,84,TRUE,TRUE,Commute,4,TRUE,8,Good,Positive
bmx,48,Male,Student,4.16,cloudy,Wednesday,night,15.5,38,TRUE,TRUE,Exercise,3,TRUE,1,Fair,Positive
normal,61,Other,Student,4.78,cloudy,Thursday,morning,20.8,33,TRUE,TRUE,Exercise,3,TRUE,2,Good,Neutral
hill,32,Male,Retired,3.69,sunny,Sunday,morning,32.7,36,TRUE,TRUE,Exercise,3,TRUE,4,Good,Neutral
hill,58,Female,Student,0.61,sunny,Thursday,morning,27.3,49,FALSE,TRUE,Commute,2,FALSE,1,Good,Negative
normal,64,Male,Student,0.13,cloudy,Monday,night,30,48,TRUE,TRUE,Leisure,4,FALSE,10,Fair,Positive
hill,55,Female,Student,2.33,cloudy,Saturday,morning,15.1,63,TRUE,TRUE,Errands,4,TRUE,8,Poor,Negative
bmx,18,Other,Retired,0.04,sunny,Tuesday,afternoon,11.8,35,TRUE,FALSE,Errands,1,FALSE,10,Fair,Negative
normal,59,Other,Retired,2.01,rainy,Wednesday,evening,21.9,31,TRUE,TRUE,Commute,5,FALSE,9,Poor,Positive
hill,27,Male,Unemployed,0.54,sunny,Sunday,afternoon,23.4,41,FALSE,TRUE,Exercise,2,TRUE,2,Fair,Neutral
hill,25,Male,Student,1.12,cloudy,Saturday,night,22,45,FALSE,FALSE,Leisure,5,TRUE,1,Poor,Neutral
hill,36,Female,Retired,0.04,cloudy,Wednesday,night,20.1,70,FALSE,FALSE,Commute,5,TRUE,8,Poor,Neutral
normal,47,Other,Professional,1.07,sunny,Friday,morning,31,49,TRUE,TRUE,Errands,1,FALSE,10,Fair,Neutral
bmx,21,Female,Retired,2.71,rainy,Sunday,morning,29.3,61,FALSE,TRUE,Errands,4,TRUE,2,Poor,Positive
bmx,51,Other,Professional,1.58,rainy,Wednesday,night,35,38,FALSE,TRUE,Commute,3,TRUE,6,Fair,Neutral
bmx,51,Female,Unemployed,1.18,rainy,Thursday,morning,13,52,FALSE,TRUE,Leisure,1,FALSE,6,Poor,Positive
normal,36,Female,Unemployed,3.64,cloudy,Friday,afternoon,27.3,66,TRUE,FALSE,Errands,4,TRUE,1,Good,Negative
normal,35,Female,Retired,2,cloudy,Saturday,night,22.9,90,FALSE,TRUE,Errands,5,FALSE,5,Poor,Negative
bmx,34,Female,Professional,0.05,sunny,Wednesday,morning,10.3,39,FALSE,FALSE,Commute,2,TRUE,9,Poor,Positive
normal,38,Female,Unemployed,1.19,sunny,Monday,night,28.8,53,TRUE,FALSE,Leisure,2,TRUE,7,Poor,Neutral
normal,46,Female,Retired,0.23,rainy,Tuesday,night,18.5,78,FALSE,FALSE,Errands,3,TRUE,5,Poor,Neutral
hill,54,Female,Unemployed,1.05,rainy,Thursday,afternoon,17.9,53,FALSE,FALSE,Commute,4,FALSE,2,Fair,Positive
bmx,66,Male,Retired,4.42,cloudy,Monday,morning,20.7,80,FALSE,TRUE,Exercise,4,FALSE,2,Good,Neutral
normal,47,Female,Unemployed,1.88,rainy,Thursday,morning,11.9,49,FALSE,FALSE,Leisure,2,TRUE,2,Poor,Neutral
hill,29,Other,Unemployed,4.65,sunny,Wednesday,night,14.5,43,FALSE,TRUE,Exercise,2,TRUE,8,Fair,Positive
normal,59,Male,Retired,4.37,cloudy,Tuesday,evening,29.5,67,TRUE,FALSE,Errands,2,TRUE,4,Poor,Negative
normal,55,Other,Retired,1.79,sunny,Tuesday,morning,29.9,64,TRUE,FALSE,Errands,2,TRUE,6,Fair,Negative
hill,46,Other,Retired,1.73,cloudy,Tuesday,morning,17.9,31,FALSE,FALSE,Leisure,1,FALSE,5,Good,Negative
bmx,19,Female,Unemployed,2.78,sunny,Sunday,night,25.1,31,FALSE,TRUE,Leisure,2,TRUE,3,Fair,Negative
normal,22,Female,Retired,0.15,sunny,Wednesday,evening,14,34,TRUE,FALSE,Exercise,2,FALSE,5,Poor,Negative
hill,28,Other,Retired,2.02,rainy,Saturday,afternoon,31.9,46,TRUE,FALSE,Errands,4,TRUE,6,Fair,Positive
bmx,48,Male,Professional,2.95,rainy,Tuesday,morning,12.1,86,FALSE,FALSE,Exercise,4,TRUE,4,Poor,Neutral
bmx,69,Female,Professional,2.91,sunny,Wednesday,night,12.5,73,TRUE,TRUE,Leisure,1,FALSE,6,Good,Neutral
normal,44,Other,Professional,2.88,rainy,Thursday,afternoon,33.9,47,FALSE,TRUE,Commute,3,FALSE,3,Poor,Negative
bmx,47,Other,Unemployed,3.65,rainy,Monday,morning,28.6,54,TRUE,FALSE,Exercise,5,TRUE,4,Good,Negative
normal,52,Male,Professional,2.64,cloudy,Monday,night,23,71,TRUE,FALSE,Commute,1,FALSE,7,Good,Positive
normal,42,Other,Unemployed,2.56,sunny,Wednesday,afternoon,28,41,TRUE,FALSE,Errands,4,FALSE,7,Fair,Positive
normal,42,Male,Professional,4.33,rainy,Friday,night,20.8,76,TRUE,TRUE,Errands,1,TRUE,6,Poor,Negative
normal,54,Other,Student,1.43,rainy,Wednesday,night,32.2,79,TRUE,FALSE,Leisure,4,FALSE,9,Good,Positive
normal,32,Male,Retired,0.57,rainy,Tuesday,afternoon,26.3,36,FALSE,FALSE,Leisure,2,TRUE,1,Good,Negative
hill,35,Male,Retired,2.55,rainy,Wednesday,night,28.5,69,TRUE,FALSE,Commute,2,TRUE,8,Poor,Positive
hill,37,Other,Retired,2.92,sunny,Wednesday,afternoon,33,85,TRUE,FALSE,Commute,1,TRUE,8,Fair,Negative
bmx,24,Female,Retired,2.01,sunny,Friday,afternoon,11,66,FALSE,FALSE,Commute,5,TRUE,5,Good,Negative
bmx,46,Female,Unemployed,1.87,cloudy,Monday,afternoon,16.3,55,TRUE,FALSE,Errands,2,FALSE,9,Poor,Positive
hill,31,Male,Retired,4.69,sunny,Monday,morning,32.8,78,FALSE,TRUE,Commute,4,FALSE,9,Poor,Positive
hill,62,Other,Professional,4.56,cloudy,Thursday,morning,19,52,TRUE,TRUE,Commute,5,FALSE,6,Good,Positive
hill,35,Other,Retired,3.81,cloudy,Sunday,evening,32.5,78,FALSE,FALSE,Leisure,1,FALSE,7,Poor,Positive
hill,70,Female,Student,4.2,rainy,Monday,morning,23.7,80,TRUE,TRUE,Errands,4,TRUE,6,Fair,Neutral
bmx,18,Male,Retired,2.29,cloudy,Saturday,morning,16.9,81,TRUE,FALSE,Errands,2,TRUE,8,Good,Neutral
bmx,42,Other,Professional,2.54,sunny,Friday,night,17.2,43,TRUE,TRUE,Errands,2,FALSE,5,Good,Negative
bmx,32,Other,Professional,3.63,rainy,Thursday,morning,28.5,34,TRUE,FALSE,Commute,5,FALSE,9,Poor,Positive
bmx,45,Male,Professional,2.94,cloudy,Sunday,night,28.4,78,FALSE,FALSE,Exercise,1,TRUE,7,Poor,Positive
hill,64,Male,Retired,1.51,cloudy,Thursday,night,18.9,49,FALSE,TRUE,Leisure,1,TRUE,2,Good,Negative
normal,62,Female,Unemployed,4.43,sunny,Monday,night,34.6,84,TRUE,TRUE,Commute,5,TRUE,9,Good,Negative
bmx,46,Other,Professional,3.95,sunny,Monday,afternoon,31.4,33,FALSE,TRUE,Exercise,4,TRUE,6,Fair,Positive
hill,45,Female,Professional,3.27,cloudy,Saturday,evening,13.5,57,TRUE,TRUE,Leisure,4,TRUE,5,Fair,Negative
normal,34,Male,Professional,0.53,sunny,Thursday,afternoon,16.6,42,FALSE,FALSE,Exercise,3,TRUE,3,Poor,Negative
normal,59,Female,Retired,0.64,sunny,Wednesday,morning,31.1,88,TRUE,FALSE,Commute,5,TRUE,8,Poor,Neutral
bmx,57,Male,Student,1.81,rainy,Tuesday,evening,24.2,54,FALSE,FALSE,Exercise,5,FALSE,6,Good,Neutral
hill,40,Other,Retired,2.71,cloudy,Monday,evening,20,79,FALSE,FALSE,Leisure,2,FALSE,9,Fair,Negative
normal,55,Other,Unemployed,3.53,sunny,Wednesday,night,33.3,51,TRUE,TRUE,Exercise,1,TRUE,9,Poor,Negative
normal,37,Male,Retired,1.47,cloudy,Friday,night,14.6,69,FALSE,TRUE,Leisure,5,TRUE,3,Fair,Positive
bmx,51,Male,Unemployed,2.43,rainy,Tuesday,afternoon,32.8,55,FALSE,FALSE,Leisure,1,FALSE,6,Good,Negative
hill,42,Female,Unemployed,0.68,sunny,Wednesday,night,28,47,FALSE,FALSE,Leisure,3,FALSE,1,Good,Negative
bmx,68,Male,Unemployed,4.64,rainy,Tuesday,evening,28.1,84,FALSE,TRUE,Errands,5,TRUE,8,Good,Positive
normal,31,Male,Retired,2.79,cloudy,Monday,afternoon,27.5,69,TRUE,FALSE,Commute,4,TRUE,3,Good,Positive
hill,69,Other,Unemployed,3.22,rainy,Monday,night,25.1,71,TRUE,TRUE,Leisure,1,TRUE,2,Poor,Neutral
hill,28,Other,Professional,4.45,sunny,Wednesday,morning,24.1,84,FALSE,TRUE,Leisure,4,TRUE,7,Fair,Negative
hill,46,Other,Professional,0.39,rainy,Sunday,afternoon,33.2,67,TRUE,TRUE,Leisure,5,FALSE,6,Fair,Negative
hill,61,Male,Professional,4.35,cloudy,Thursday,night,32.6,88,FALSE,TRUE,Commute,3,FALSE,9,Fair,Positive
bmx,18,Other,Unemployed,1.66,sunny,Tuesday,afternoon,27.8,44,TRUE,FALSE,Commute,5,TRUE,1,Poor,Neutral
hill,67,Male,Retired,3.14,sunny,Sunday,afternoon,11.4,56,TRUE,FALSE,Leisure,4,TRUE,8,Poor,Neutral
normal,38,Female,Professional,0.71,cloudy,Thursday,evening,12.2,60,FALSE,FALSE,Exercise,4,FALSE,8,Poor,Neutral
hill,60,Female,Unemployed,2.73,cloudy,Friday,afternoon,19.7,70,TRUE,TRUE,Exercise,5,TRUE,9,Fair,Positive
hill,53,Male,Retired,1.46,cloudy,Sunday,afternoon,28.4,36,FALSE,TRUE,Leisure,5,FALSE,1,Poor,Negative
hill,26,Other,Student,1.81,cloudy,Wednesday,morning,16.9,58,TRUE,TRUE,Commute,1,FALSE,8,Good,Neutral
normal,48,Female,Professional,0.44,sunny,Saturday,evening,18,52,FALSE,FALSE,Commute,2,TRUE,9,Good,Negative
hill,62,Other,Student,2.13,sunny,Monday,afternoon,28.4,76,FALSE,TRUE,Leisure,4,FALSE,9,Good,Negative
hill,32,Female,Retired,0.03,sunny,Wednesday,evening,34.9,32,FALSE,FALSE,Commute,4,TRUE,9,Poor,Negative
bmx,33,Male,Professional,1.59,sunny,Saturday,evening,32.8,90,FALSE,FALSE,Commute,1,FALSE,7,Fair,Positive
bmx,49,Male,Unemployed,1.06,cloudy,Thursday,evening,27.8,46,FALSE,FALSE,Leisure,1,FALSE,6,Poor,Neutral
normal,58,Female,Professional,4.24,rainy,Thursday,morning,34.5,44,TRUE,FALSE,Commute,5,TRUE,6,Good,Neutral
normal,25,Other,Professional,2.03,rainy,Sunday,afternoon,18.3,67,TRUE,TRUE,Errands,2,TRUE,4,Poor,Negative
hill,69,Other,Student,0.62,sunny,Sunday,afternoon,31.9,57,FALSE,TRUE,Commute,2,TRUE,4,Poor,Positive
normal,57,Female,Professional,2.41,sunny,Tuesday,night,10.4,51,FALSE,TRUE,Commute,4,FALSE,3,Good,Negative
hill,64,Male,Unemployed,4.62,cloudy,Tuesday,night,23.7,59,FALSE,FALSE,Errands,4,TRUE,1,Poor,Negative
normal,41,Female,Student,0.84,sunny,Thursday,evening,21.3,62,TRUE,FALSE,Exercise,4,FALSE,2,Fair,Negative
bmx,29,Female,Professional,4.6,cloudy,Sunday,afternoon,25.8,38,FALSE,FALSE,Errands,4,TRUE,10,Fair,Positive
hill,34,Other,Professional,4.6,sunny,Sunday,evening,28.2,66,TRUE,TRUE,Exercise,5,FALSE,1,Good,Negative
hill,39,Female,Student,2.77,sunny,Sunday,morning,30.8,52,FALSE,TRUE,Errands,3,TRUE,3,Good,Positive
normal,19,Other,Student,1.27,sunny,Thursday,afternoon,26.3,73,TRUE,TRUE,Exercise,5,TRUE,6,Good,Positive
bmx,29,Female,Student,0.44,rainy,Saturday,night,17.7,86,TRUE,FALSE,Leisure,1,TRUE,5,Fair,Negative
hill,26,Male,Student,3.43,sunny,Thursday,afternoon,22.5,58,TRUE,TRUE,Commute,1,FALSE,8,Fair,Negative
normal,37,Female,Professional,2.19,rainy,Wednesday,evening,34.4,38,FALSE,TRUE,Leisure,2,FALSE,10,Fair,Positive
hill,48,Male,Professional,1.95,sunny,Thursday,morning,24.6,58,TRUE,TRUE,Exercise,2,FALSE,10,Good,Negative
normal,61,Other,Professional,3.4,sunny,Sunday,morning,28.6,82,FALSE,FALSE,Commute,1,TRUE,2,Good,Neutral
hill,30,Male,Unemployed,3.85,rainy,Thursday,afternoon,33.7,35,FALSE,TRUE,Exercise,2,FALSE,3,Poor,Positive
bmx,67,Other,Student,2.39,cloudy,Friday,afternoon,34.2,48,FALSE,FALSE,Commute,5,FALSE,5,Poor,Positive
normal,63,Female,Student,4.37,cloudy,Friday,afternoon,10.2,41,FALSE,TRUE,Commute,3,TRUE,1,Good,Neutral
bmx,30,Female,Professional,1.91,rainy,Saturday,morning,34.6,38,TRUE,TRUE,Errands,4,TRUE,9,Good,Positive
hill,19,Male,Unemployed,3.93,cloudy,Tuesday,afternoon,16.8,46,TRUE,FALSE,Exercise,1,FALSE,8,Good,Neutral
hill,22,Other,Unemployed,0.23,cloudy,Friday,evening,10.7,47,TRUE,TRUE,Leisure,2,TRUE,8,Good,Positive
hill,56,Female,Unemployed,2.54,cloudy,Friday,night,27.8,64,FALSE,FALSE,Exercise,5,FALSE,8,Good,Neutral
hill,22,Male,Unemployed,3.82,rainy,Tuesday,evening,28.4,35,TRUE,TRUE,Commute,4,FALSE,10,Good,Negative
hill,30,Male,Retired,0.02,sunny,Tuesday,evening,32.6,80,FALSE,FALSE,Commute,4,TRUE,5,Fair,Negative
bmx,66,Female,Professional,4.09,rainy,Tuesday,night,10.1,61,TRUE,FALSE,Commute,1,TRUE,2,Poor,Neutral
